order_id,customer_id,order_date,status,shipping_cost,coupon_code,payment_method
1085,45,2024-03-28,delivered,10.52,FREESHIP,paypal
1086,45,2024-03-28,cancelled,0.62,,upi
1087,31,2024-03-28,shipped,3.96,,paypal
1088,6,2024-03-28,shipped,17.88,SAVE5,upi
1089,32,2024-03-28,delivered,13.56,,cod
1090,38,2024-03-28,delivered,1.76,NEW10,paypal
1091,17,2024-03-28,paid,15.83,,card
1092,44,2024-03-28,delivered,11.44,,upi
1093,15,2024-03-28,delivered,15.49,,cod
1094,45,2024-03-29,shipped,17.78,,cod
1095,48,2024-03-29,cancelled,11.24,SAVE5,card
1096,13,2024-03-29,placed,6.23,NEW10,paypal
1097,6,2024-03-29,shipped,18.56,SAVE5,paypal
1098,14,2024-03-29,delivered,1.7,FREESHIP,cod
1099,36,2024-03-29,shipped,16.82,,cod
1100,3,2024-03-29,shipped,0.93,,cod
1101,50,2024-03-29,shipped,8.67,NEW10,paypal
1102,35,2024-03-30,paid,0.05,NEW10,upi
1103,13,2024-03-30,cancelled,16.97,NEW10,paypal
1104,7,2024-03-30,delivered,13.09,SAVE5,card
1105,18,2024-03-30,shipped,0.93,FREESHIP,cod
1106,9,2024-03-30,delivered,18.72,,card
1107,26,2024-03-30,placed,12.02,,card
1108,21,2024-03-30,paid,14.65,,paypal
1109,19,2024-03-30,paid,9.01,SAVE5,cod
1110,47,2024-03-30,cancelled,17.54,SAVE5,paypal
1111,29,2024-03-30,shipped,5.98,NEW10,card
1112,43,2024-03-30,delivered,9.55,NEW10,card
1113,44,2024-03-31,paid,15.17,NEW10,upi
1114,30,2024-03-31,placed,11.79,NEW10,paypal
1115,45,2024-03-31,paid,13.38,NEW10,paypal
1116,17,2024-03-31,delivered,18.91,,paypal
1117,2,2024-03-31,shipped,18.7,SAVE5,card
1118,24,2024-03-31,delivered,17.14,SAVE5,card
1119,32,2024-03-31,paid,10.58,,upi
1120,12,2024-03-31,shipped,15.35,,cod
1121,20,2024-03-31,paid,2.1,SAVE5,paypal
1122,37,2024-03-31,shipped,10.54,FREESHIP,cod
1123,26,2024-03-31,placed,11.75,FREESHIP,paypal
1124,12,2024-03-31,delivered,4.78,,cod
1125,5,2024-04-01,delivered,12.76,FREESHIP,upi
1126,26,2024-04-01,shipped,10.82,,paypal
1127,6,2024-04-01,delivered,0.28,NEW10,paypal
1128,14,2024-04-01,paid,19.92,,paypal
1129,42,2024-04-01,shipped,1.66,FREESHIP,card
1130,7,2024-04-01,shipped,2.38,,upi
1131,3,2024-04-01,delivered,0.65,FREESHIP,card
1132,15,2024-04-01,delivered,7.68,SAVE5,paypal
1133,22,2024-04-01,shipped,19.37,NEW10,upi
1134,14,2024-04-01,cancelled,10.68,,card
1135,36,2024-04-01,paid,4.27,,card
1136,15,2024-04-01,delivered,8.86,SAVE5,cod
1137,47,2024-04-01,shipped,14.34,,cod
1138,26,2024-04-01,delivered,18.94,,card
1139,9,2024-04-01,shipped,13.41,SAVE5,paypal
1140,50,2024-04-01,placed,1.82,NEW10,cod
1141,19,2024-04-02,placed,4.54,FREESHIP,card
1142,50,2024-04-02,paid,14.67,NEW10,upi
1143,47,2024-04-02,placed,0.47,SAVE5,paypal
1144,2,2024-04-02,paid,9.07,,upi
1145,14,2024-04-02,placed,18.09,,upi
1146,12,2024-04-02,paid,18.74,,paypal
1147,13,2024-04-02,delivered,11.49,,card
1148,36,2024-04-02,shipped,12.67,FREESHIP,card
1149,50,2024-04-02,paid,3.99,SAVE5,card
1150,49,2024-04-02,shipped,3.92,SAVE5,cod
1151,8,2024-04-02,delivered,16.04,,card
1152,3,2024-04-03,paid,10.81,NEW10,cod
1153,27,2024-04-03,paid,3.54,NEW10,cod
1154,41,2024-04-03,placed,11.42,,paypal
1155,21,2024-04-03,paid,15.47,,upi
1156,5,2024-04-03,shipped,11.45,,upi
1157,35,2024-04-03,delivered,14.57,,upi
1158,49,2024-04-03,paid,11.24,,cod
1159,48,2024-04-03,paid,1.5,FREESHIP,cod
1160,40,2024-04-03,paid,14.18,NEW10,upi
1161,22,2024-04-03,shipped,12.91,,cod
1162,25,2024-04-04,paid,0.63,SAVE5,upi
1163,31,2024-04-04,shipped,4.33,,card
1164,9,2024-04-04,placed,14.06,,cod
1165,37,2024-04-04,shipped,11.13,SAVE5,cod
1166,33,2024-04-04,shipped,8.37,SAVE5,paypal
1167,2,2024-04-04,paid,16.46,SAVE5,upi
1168,20,2024-04-04,cancelled,0.34,SAVE5,paypal
1169,46,2024-04-04,shipped,15.18,SAVE5,upi
1170,13,2024-04-04,placed,0.46,SAVE5,upi
1171,40,2024-04-04,paid,12.02,FREESHIP,card
1172,30,2024-04-04,shipped,18.91,NEW10,card
1173,48,2024-04-04,delivered,7.67,FREESHIP,card
1174,24,2024-04-05,paid,17.78,,cod
1175,22,2024-04-05,shipped,6.71,NEW10,upi
1176,38,2024-04-05,placed,3.0,FREESHIP,cod
1177,20,2024-04-05,paid,9.73,FREESHIP,paypal
1178,47,2024-04-05,paid,0.16,FREESHIP,cod
1179,14,2024-04-05,delivered,10.26,,card
1180,29,2024-04-06,delivered,16.49,SAVE5,card
1181,43,2024-04-06,delivered,11.69,NEW10,card
1182,34,2024-04-06,delivered,3.87,,cod
1183,39,2024-04-06,delivered,11.12,NEW10,upi
1184,32,2024-04-06,delivered,19.99,SAVE5,cod
1185,45,2024-04-06,paid,2.69,,cod
1186,19,2024-04-06,delivered,19.11,FREESHIP,paypal
1187,17,2024-04-07,delivered,2.51,,upi
1188,44,2024-04-07,delivered,17.66,NEW10,card
1189,1,2024-04-07,delivered,6.61,FREESHIP,card
1190,7,2024-04-07,placed,16.4,SAVE5,card
1191,46,2024-04-07,delivered,4.65,NEW10,paypal
1192,25,2024-04-07,shipped,2.11,SAVE5,cod
1193,6,2024-04-07,shipped,9.66,NEW10,card
1194,29,2024-04-07,cancelled,5.22,NEW10,cod
1195,18,2024-04-08,delivered,6.85,FREESHIP,upi
1196,36,2024-04-08,placed,10.7,,upi
1197,3,2024-04-08,paid,19.1,FREESHIP,upi
1198,18,2024-04-08,delivered,7.27,FREESHIP,card
1199,10,2024-04-08,paid,18.66,SAVE5,upi
1200,35,2024-04-08,delivered,18.95,SAVE5,card
1201,32,2024-04-08,shipped,12.48,SAVE5,upi
1202,31,2024-04-08,paid,19.35,,cod
1203,45,2024-04-08,delivered,2.48,NEW10,cod
1204,39,2024-04-08,shipped,12.45,NEW10,upi
1205,19,2024-04-08,delivered,17.35,,card
1206,44,2024-04-08,delivered,6.65,NEW10,paypal
1207,35,2024-04-08,shipped,16.66,FREESHIP,upi
1208,42,2024-04-08,paid,19.24,,card
1209,3,2024-04-08,delivered,4.58,NEW10,upi
1210,34,2024-04-08,paid,1.25,,upi
1211,25,2024-04-08,shipped,9.48,,paypal
1212,3,2024-04-09,shipped,13.35,FREESHIP,card
1213,48,2024-04-09,shipped,10.4,SAVE5,upi
1214,45,2024-04-09,delivered,4.07,FREESHIP,cod
1215,13,2024-04-09,placed,14.26,,card
1216,1,2024-04-09,delivered,7.77,SAVE5,upi
1217,48,2024-04-09,paid,8.6,NEW10,paypal
1218,20,2024-04-09,delivered,2.39,,paypal
1219,1,2024-04-09,delivered,19.25,SAVE5,upi
1220,7,2024-04-09,delivered,3.03,NEW10,upi
1221,20,2024-04-09,paid,1.04,SAVE5,cod
1222,9,2024-04-09,placed,10.0,SAVE5,paypal
1223,9,2024-04-09,shipped,16.42,,upi
1224,4,2024-04-09,paid,6.79,FREESHIP,card
1225,20,2024-04-09,shipped,18.62,NEW10,upi
1226,15,2024-04-09,paid,7.6,,card
1227,34,2024-04-09,paid,6.32,SAVE5,upi
1228,11,2024-04-09,cancelled,2.33,,paypal
1229,26,2024-04-09,paid,2.35,SAVE5,paypal
1230,4,2024-04-10,placed,10.84,FREESHIP,upi
1231,40,2024-04-10,paid,5.64,NEW10,card
1232,40,2024-04-10,delivered,18.0,FREESHIP,paypal
1233,38,2024-04-10,delivered,8.68,NEW10,paypal
1234,14,2024-04-10,shipped,12.55,,upi
1235,49,2024-04-10,delivered,17.71,NEW10,card
1236,43,2024-04-10,shipped,12.53,NEW10,cod
1237,10,2024-04-10,shipped,15.87,NEW10,upi
1238,17,2024-04-10,delivered,12.56,,upi
1239,10,2024-04-10,shipped,11.87,FREESHIP,card
1240,50,2024-04-10,delivered,0.35,,cod
1241,37,2024-04-11,shipped,9.71,FREESHIP,upi
1242,20,2024-04-11,shipped,18.29,FREESHIP,card
1243,15,2024-04-11,shipped,17.06,NEW10,card
1244,19,2024-04-11,placed,0.26,SAVE5,card
1245,14,2024-04-11,placed,15.18,,card
1246,18,2024-04-11,delivered,2.67,,card
1247,47,2024-04-11,shipped,8.81,SAVE5,upi
1248,1,2024-04-11,shipped,5.93,FREESHIP,upi
1249,20,2024-04-12,shipped,8.73,NEW10,cod
1250,34,2024-04-12,delivered,15.91,,upi
1251,12,2024-04-12,placed,12.6,NEW10,paypal
1252,27,2024-04-12,paid,9.76,NEW10,paypal
1253,34,2024-04-12,placed,2.08,,cod
1254,12,2024-04-12,paid,5.34,FREESHIP,cod
1255,20,2024-04-12,paid,16.57,NEW10,upi
1256,19,2024-04-12,shipped,14.36,,paypal
1257,22,2024-04-12,shipped,12.96,,card
1258,29,2024-04-12,shipped,16.31,SAVE5,upi
1259,42,2024-04-12,paid,2.14,,cod
1260,37,2024-04-12,delivered,13.47,,card
1261,11,2024-04-12,shipped,8.15,,paypal
1262,46,2024-04-12,shipped,16.27,,card
1263,21,2024-04-12,placed,15.36,FREESHIP,cod
1264,35,2024-04-12,cancelled,10.93,,card
1265,12,2024-04-12,paid,1.52,SAVE5,cod
1266,33,2024-04-12,delivered,1.08,FREESHIP,upi
1267,30,2024-04-12,delivered,3.93,,upi
1268,23,2024-04-12,cancelled,3.69,SAVE5,cod
1269,45,2024-04-13,delivered,9.95,,paypal
1270,48,2024-04-13,cancelled,0.53,NEW10,paypal
1271,35,2024-04-13,placed,5.58,,cod
1272,1,2024-04-13,shipped,4.08,SAVE5,paypal
1273,5,2024-04-13,shipped,19.67,SAVE5,card
1274,10,2024-04-13,paid,17.85,,card
1275,45,2024-04-13,delivered,19.1,,upi
1276,30,2024-04-13,paid,19.24,SAVE5,cod
1277,25,2024-04-13,delivered,5.99,,cod
1278,25,2024-04-13,delivered,1.38,,paypal
1279,21,2024-04-13,paid,10.05,,cod
1280,2,2024-04-13,delivered,19.31,FREESHIP,upi
1281,17,2024-04-13,shipped,17.48,NEW10,cod
1282,8,2024-04-13,delivered,2.79,,cod
1283,28,2024-04-13,shipped,13.52,SAVE5,card
1284,43,2024-04-13,shipped,2.85,FREESHIP,cod
1285,29,2024-04-13,delivered,10.53,,cod
1286,17,2024-04-13,delivered,18.9,FREESHIP,card
1287,25,2024-04-13,delivered,10.67,SAVE5,upi
1288,14,2024-04-14,delivered,7.81,,cod
1289,42,2024-04-14,shipped,7.07,SAVE5,paypal
1290,30,2024-04-14,shipped,15.84,,paypal
1291,33,2024-04-14,cancelled,19.3,NEW10,cod
1292,30,2024-04-14,delivered,14.74,,card
1293,37,2024-04-14,paid,4.73,NEW10,paypal
1294,20,2024-04-14,cancelled,8.84,,card
1295,7,2024-04-14,delivered,16.92,,cod
1296,34,2024-04-14,shipped,19.11,,upi
1297,31,2024-04-14,shipped,4.86,SAVE5,card
1298,34,2024-04-14,shipped,18.76,,upi
1299,30,2024-04-14,paid,9.78,NEW10,cod
1300,8,2024-04-14,delivered,18.07,SAVE5,cod
1301,14,2024-04-14,paid,3.53,,upi
1302,7,2024-04-15,delivered,5.73,SAVE5,cod
1303,17,2024-04-15,placed,7.54,NEW10,paypal
1304,3,2024-04-15,cancelled,3.44,NEW10,cod
1305,44,2024-04-15,shipped,0.33,,cod
1306,17,2024-04-15,shipped,3.48,FREESHIP,paypal
1307,17,2024-04-15,paid,8.58,,paypal
1308,48,2024-04-15,paid,0.4,,cod
1309,2,2024-04-16,paid,0.41,FREESHIP,cod
1310,2,2024-04-16,paid,12.63,NEW10,upi
1311,36,2024-04-16,paid,4.13,FREESHIP,paypal
1312,13,2024-04-16,paid,4.86,SAVE5,cod
1313,36,2024-04-16,cancelled,3.41,,cod
1314,46,2024-04-16,paid,7.74,,upi
1315,45,2024-04-16,delivered,10.1,SAVE5,upi
1316,44,2024-04-16,placed,7.05,,paypal
1317,35,2024-04-16,shipped,5.3,,card
1318,9,2024-04-16,paid,13.01,,paypal
1319,43,2024-04-16,placed,11.53,SAVE5,cod
1320,42,2024-04-16,paid,16.58,,upi
1321,26,2024-04-16,shipped,2.47,,paypal
1322,2,2024-04-16,shipped,15.11,,card
1323,32,2024-04-16,paid,17.67,,paypal
1324,28,2024-04-17,shipped,6.48,NEW10,cod
1325,25,2024-04-17,delivered,11.23,,upi
1326,23,2024-04-17,shipped,18.39,,upi
1327,2,2024-04-17,delivered,3.25,,card
1328,21,2024-04-17,shipped,3.84,SAVE5,card
1329,18,2024-04-17,delivered,0.25,,cod
1330,32,2024-04-17,shipped,5.74,SAVE5,card
1331,7,2024-04-17,delivered,17.43,,paypal
1332,4,2024-04-17,delivered,13.27,,upi
1333,12,2024-04-17,placed,17.88,FREESHIP,cod
1334,26,2024-04-17,delivered,17.81,FREESHIP,card
1335,38,2024-04-17,delivered,8.59,,cod
1336,32,2024-04-17,shipped,8.99,,paypal
1337,48,2024-04-17,paid,5.05,NEW10,cod
1338,25,2024-04-17,cancelled,1.56,NEW10,cod
1339,43,2024-04-17,shipped,17.91,,card
1340,31,2024-04-17,paid,12.17,,upi
1341,5,2024-04-18,delivered,10.43,FREESHIP,upi
1342,45,2024-04-18,paid,14.27,FREESHIP,cod
1343,24,2024-04-18,placed,6.07,,cod
1344,22,2024-04-18,paid,16.09,SAVE5,card
1345,8,2024-04-18,paid,12.55,FREESHIP,cod
1346,9,2024-04-18,delivered,11.78,FREESHIP,upi
1347,22,2024-04-18,delivered,6.11,,paypal
1348,14,2024-04-18,paid,17.6,,upi
1349,49,2024-04-18,paid,18.18,,cod
1350,20,2024-04-18,placed,18.37,,cod
1351,19,2024-04-18,paid,1.65,,cod
1352,26,2024-04-18,shipped,7.3,FREESHIP,card
1353,6,2024-04-18,shipped,19.3,FREESHIP,cod
1354,37,2024-04-19,delivered,3.91,SAVE5,upi
1355,39,2024-04-19,paid,5.09,NEW10,paypal
1356,22,2024-04-19,delivered,12.36,SAVE5,cod
1357,36,2024-04-19,delivered,10.49,,cod
1358,47,2024-04-19,delivered,19.58,NEW10,card
1359,13,2024-04-19,delivered,5.28,NEW10,paypal
1360,14,2024-04-19,delivered,16.73,FREESHIP,upi
1361,4,2024-04-19,delivered,17.7,,cod
1362,2,2024-04-19,shipped,9.27,NEW10,cod
1363,11,2024-04-19,delivered,6.9,FREESHIP,upi
1364,20,2024-04-19,paid,19.43,NEW10,upi
1365,6,2024-04-19,shipped,7.19,SAVE5,card
1366,35,2024-04-19,paid,7.81,SAVE5,cod
1367,32,2024-04-19,delivered,2.78,NEW10,upi
1368,45,2024-04-19,delivered,12.21,NEW10,paypal
1369,22,2024-04-19,paid,16.41,SAVE5,paypal
1370,47,2024-04-19,paid,10.31,FREESHIP,cod
1371,24,2024-04-20,delivered,14.53,,paypal
1372,41,2024-04-20,shipped,17.55,FREESHIP,upi
1373,43,2024-04-20,paid,8.17,,paypal
1374,12,2024-04-20,shipped,18.47,FREESHIP,card
1375,40,2024-04-20,cancelled,17.79,SAVE5,paypal
1376,6,2024-04-20,paid,17.49,SAVE5,upi
1377,7,2024-04-20,delivered,5.62,,cod
1378,38,2024-04-20,placed,14.34,SAVE5,upi
1379,36,2024-04-20,shipped,16.57,,upi
1380,3,2024-04-20,shipped,7.36,,card
1381,8,2024-04-20,delivered,8.3,SAVE5,paypal
1382,44,2024-04-20,paid,13.87,,card
1383,26,2024-04-21,paid,7.3,,cod
1384,50,2024-04-21,shipped,16.51,NEW10,cod
1385,23,2024-04-21,paid,16.7,SAVE5,upi
1386,24,2024-04-21,placed,11.16,FREESHIP,upi
1387,41,2024-04-21,shipped,2.18,,paypal
1388,20,2024-04-22,paid,8.25,,cod
1389,16,2024-04-22,delivered,11.58,NEW10,cod
1390,33,2024-04-22,delivered,9.93,SAVE5,upi
1391,14,2024-04-22,delivered,11.75,FREESHIP,upi
1392,32,2024-04-22,paid,15.71,FREESHIP,paypal
1393,13,2024-04-22,shipped,12.05,,card
1394,18,2024-04-23,delivered,9.69,SAVE5,cod
1395,8,2024-04-23,placed,5.19,,card
1396,41,2024-04-23,delivered,6.51,,cod
1397,26,2024-04-23,shipped,1.58,,cod
1398,27,2024-04-23,cancelled,1.75,NEW10,cod
1399,27,2024-04-23,delivered,14.95,NEW10,card
1400,33,2024-04-23,paid,10.11,,upi
1401,37,2024-04-23,paid,0.32,,paypal
1402,45,2024-04-23,shipped,6.64,,card
1403,8,2024-04-24,delivered,11.22,,card
1404,27,2024-04-24,shipped,1.07,,cod
1405,41,2024-04-24,delivered,1.8,,upi
1406,15,2024-04-24,placed,17.5,SAVE5,paypal
1407,45,2024-04-24,delivered,2.27,NEW10,card
1408,37,2024-04-24,placed,19.56,,upi
1409,32,2024-04-24,placed,5.7,SAVE5,upi
1410,29,2024-04-24,shipped,3.64,SAVE5,paypal
1411,49,2024-04-24,delivered,13.6,,paypal
1412,20,2024-04-24,cancelled,2.69,FREESHIP,upi
1413,10,2024-04-24,shipped,5.89,NEW10,card
1414,39,2024-04-25,delivered,18.8,NEW10,paypal
1415,5,2024-04-25,shipped,7.57,SAVE5,paypal
1416,6,2024-04-25,paid,12.24,FREESHIP,upi
1417,48,2024-04-25,delivered,8.15,SAVE5,upi
1418,11,2024-04-25,placed,15.42,FREESHIP,cod
1419,36,2024-04-26,delivered,5.12,NEW10,paypal
1420,43,2024-04-26,cancelled,3.8,,paypal
1421,6,2024-04-26,delivered,2.31,,upi
1422,45,2024-04-26,paid,12.18,NEW10,upi
1423,36,2024-04-26,delivered,16.73,FREESHIP,paypal
1424,32,2024-04-26,paid,15.41,,upi
1425,23,2024-04-26,paid,2.23,SAVE5,paypal
1426,37,2024-04-26,shipped,15.37,NEW10,paypal
1427,5,2024-04-26,delivered,2.55,SAVE5,paypal
1428,23,2024-04-26,delivered,6.23,,upi
1429,43,2024-04-26,shipped,19.82,,card
1430,31,2024-04-26,placed,13.32,SAVE5,upi
1431,10,2024-04-26,paid,17.71,FREESHIP,upi
1432,36,2024-04-26,delivered,18.6,NEW10,card
1433,30,2024-04-26,shipped,3.08,,card
1434,28,2024-04-26,cancelled,13.22,NEW10,paypal
1435,47,2024-04-26,delivered,19.42,,upi
1436,10,2024-04-27,paid,13.61,SAVE5,upi
1437,43,2024-04-27,paid,3.47,SAVE5,upi
1438,22,2024-04-27,delivered,18.56,SAVE5,upi
1439,50,2024-04-27,placed,8.69,,card
1440,43,2024-04-27,delivered,1.6,NEW10,card
1441,11,2024-04-27,shipped,2.44,NEW10,upi
1442,6,2024-04-27,delivered,13.64,,upi
1443,5,2024-04-27,delivered,2.37,NEW10,card
1444,46,2024-04-27,paid,15.47,,card
1445,10,2024-04-28,delivered,2.27,NEW10,upi
1446,22,2024-04-28,delivered,14.92,,cod
1447,16,2024-04-28,delivered,1.48,,paypal
1448,48,2024-04-28,placed,4.48,,cod
1449,49,2024-04-28,delivered,2.52,FREESHIP,cod
1450,41,2024-04-28,shipped,1.42,,card
1451,2,2024-04-28,cancelled,16.73,FREESHIP,cod
1452,50,2024-04-28,paid,5.78,,card
1453,12,2024-04-28,shipped,17.43,,paypal
1454,32,2024-04-28,delivered,4.71,,paypal
1455,38,2024-04-28,delivered,16.15,SAVE5,cod
1456,7,2024-04-28,placed,18.31,FREESHIP,cod
1457,6,2024-04-28,cancelled,5.21,SAVE5,paypal
1458,49,2024-04-29,paid,19.59,SAVE5,upi
1459,35,2024-04-29,delivered,8.36,,card
1460,12,2024-04-29,placed,8.82,NEW10,cod
1461,9,2024-04-29,paid,10.73,,upi
1462,19,2024-04-29,paid,6.3,,cod
1463,2,2024-04-30,paid,2.32,,card
1464,39,2024-04-30,delivered,10.84,FREESHIP,card
1465,47,2024-04-30,cancelled,17.86,NEW10,cod
1466,3,2024-04-30,shipped,11.84,NEW10,upi
1467,39,2024-04-30,shipped,0.57,NEW10,cod
1468,49,2024-04-30,cancelled,12.58,,paypal
1469,26,2024-04-30,placed,2.34,,upi
1470,11,2024-04-30,shipped,15.32,,cod
1471,23,2024-04-30,delivered,9.49,,cod
1472,50,2024-04-30,shipped,0.06,,paypal
1473,2,2024-04-30,delivered,14.55,,cod
1474,4,2024-04-30,delivered,0.46,FREESHIP,paypal
1475,33,2024-04-30,shipped,19.07,FREESHIP,paypal
1476,6,2024-04-30,delivered,10.06,SAVE5,paypal
1477,29,2024-04-30,paid,2.62,FREESHIP,upi
1478,25,2024-04-30,paid,11.73,SAVE5,paypal
1479,44,2024-05-01,shipped,3.61,SAVE5,card
1480,2,2024-05-01,delivered,6.8,NEW10,upi
1481,39,2024-05-01,paid,6.39,FREESHIP,paypal
1482,8,2024-05-01,delivered,9.89,NEW10,card
1483,8,2024-05-01,shipped,15.19,NEW10,upi
1484,7,2024-05-01,shipped,18.67,,upi
1485,21,2024-05-01,delivered,7.93,,paypal
1486,18,2024-05-01,cancelled,13.23,,card
1487,36,2024-05-01,delivered,12.19,SAVE5,paypal
1488,3,2024-05-01,delivered,3.68,,card
1489,26,2024-05-01,placed,7.06,SAVE5,cod
1490,3,2024-05-01,paid,11.58,,cod
1491,44,2024-05-01,delivered,0.05,NEW10,paypal
1492,49,2024-05-01,delivered,18.59,SAVE5,upi
1493,10,2024-05-02,shipped,4.08,,upi
1494,20,2024-05-02,paid,17.18,FREESHIP,paypal
1495,35,2024-05-02,delivered,19.85,,cod
1496,1,2024-05-02,paid,18.11,,paypal
1497,19,2024-05-02,delivered,4.32,NEW10,paypal
1498,28,2024-05-02,placed,8.37,,upi
1499,4,2024-05-02,shipped,12.75,FREESHIP,card
1500,27,2024-05-02,delivered,5.59,FREESHIP,card
1501,2,2024-05-02,placed,3.19,NEW10,upi
1502,14,2024-05-02,cancelled,12.19,,cod
1503,40,2024-05-02,paid,5.92,,upi
1504,17,2024-05-02,delivered,9.93,,card
1505,28,2024-05-02,delivered,15.28,SAVE5,card
1506,23,2024-05-02,delivered,15.06,,paypal
1507,33,2024-05-02,delivered,1.32,NEW10,card
1508,26,2024-05-02,shipped,0.74,,upi
1509,32,2024-05-02,placed,11.74,NEW10,paypal
1510,28,2024-05-02,shipped,8.64,,card
1511,37,2024-05-02,shipped,0.75,SAVE5,paypal
1512,48,2024-05-02,placed,18.54,FREESHIP,cod
1513,46,2024-05-03,paid,9.33,FREESHIP,card
1514,19,2024-05-03,delivered,4.42,,paypal
1515,40,2024-05-03,paid,7.59,,upi
1516,39,2024-05-03,shipped,13.95,,upi
1517,4,2024-05-03,placed,2.58,FREESHIP,card
1518,4,2024-05-04,shipped,8.17,,cod
1519,20,2024-05-04,placed,12.77,,cod
1520,24,2024-05-04,shipped,9.06,FREESHIP,paypal
1521,36,2024-05-04,paid,6.15,,paypal
1522,17,2024-05-04,shipped,17.32,SAVE5,cod
1523,12,2024-05-04,paid,0.74,,paypal
1524,15,2024-05-05,delivered,19.6,,paypal
1525,29,2024-05-05,paid,11.9,FREESHIP,upi
1526,36,2024-05-05,paid,17.96,FREESHIP,paypal
1527,16,2024-05-05,paid,12.24,FREESHIP,cod
1528,15,2024-05-05,paid,15.26,,cod
1529,20,2024-05-05,delivered,15.65,SAVE5,cod
1530,29,2024-05-05,delivered,18.18,FREESHIP,card
1531,36,2024-05-06,delivered,10.0,FREESHIP,card
1532,38,2024-05-06,paid,8.34,SAVE5,card
1533,18,2024-05-06,delivered,8.75,,upi
1534,36,2024-05-06,delivered,20.0,,card
1535,21,2024-05-06,shipped,9.58,,cod
1536,5,2024-05-06,shipped,18.06,SAVE5,paypal
1537,38,2024-05-06,delivered,11.26,SAVE5,cod
1538,20,2024-05-06,shipped,14.61,,paypal
1539,29,2024-05-06,shipped,12.43,NEW10,upi
1540,5,2024-05-06,paid,11.29,NEW10,upi
1541,9,2024-05-07,paid,2.12,SAVE5,upi
1542,21,2024-05-07,shipped,10.73,,card
1543,33,2024-05-07,delivered,3.63,,paypal
1544,45,2024-05-07,placed,4.16,SAVE5,cod
1545,47,2024-05-07,paid,15.86,SAVE5,card
1546,50,2024-05-07,paid,0.62,,paypal
1547,34,2024-05-07,shipped,17.12,SAVE5,paypal
1548,48,2024-05-07,shipped,14.5,FREESHIP,cod
1549,37,2024-05-07,paid,7.16,NEW10,paypal
1550,48,2024-05-07,delivered,0.53,SAVE5,card
1551,1,2024-05-07,delivered,8.97,FREESHIP,upi
1552,30,2024-05-07,placed,13.62,NEW10,cod
1553,28,2024-05-07,paid,14.03,FREESHIP,paypal
1554,33,2024-05-07,delivered,2.73,NEW10,card
1555,19,2024-05-07,paid,3.75,,card
1556,31,2024-05-07,delivered,6.33,,upi
1557,28,2024-05-07,shipped,16.15,NEW10,cod
1558,10,2024-05-07,paid,7.69,FREESHIP,cod
1559,32,2024-05-07,delivered,0.53,,cod
1560,21,2024-05-07,delivered,7.06,SAVE5,paypal
1561,27,2024-05-08,delivered,5.63,NEW10,cod
1562,32,2024-05-08,paid,13.44,,card
1563,27,2024-05-08,paid,7.7,,upi
1564,3,2024-05-08,delivered,10.69,,upi
1565,39,2024-05-08,placed,2.72,FREESHIP,upi
1566,32,2024-05-08,delivered,6.43,,cod
1567,31,2024-05-08,delivered,14.99,FREESHIP,upi
1568,34,2024-05-08,placed,5.88,SAVE5,card
1569,10,2024-05-08,paid,2.96,NEW10,card
1570,48,2024-05-08,delivered,12.73,FREESHIP,card
1571,6,2024-05-08,delivered,3.5,FREESHIP,paypal
1572,4,2024-05-09,paid,19.53,NEW10,cod
1573,33,2024-05-09,paid,15.56,SAVE5,upi
1574,9,2024-05-09,shipped,10.83,FREESHIP,upi
1575,9,2024-05-09,shipped,19.92,NEW10,upi
1576,45,2024-05-09,delivered,12.81,FREESHIP,card
1577,34,2024-05-09,delivered,8.34,,upi
1578,35,2024-05-09,delivered,2.82,SAVE5,upi
1579,36,2024-05-09,delivered,16.27,SAVE5,cod
1580,12,2024-05-09,delivered,2.18,SAVE5,upi
1581,8,2024-05-09,paid,3.83,NEW10,card
1582,25,2024-05-09,delivered,19.92,FREESHIP,paypal
1583,28,2024-05-09,delivered,8.53,NEW10,paypal
1584,36,2024-05-09,placed,2.71,NEW10,upi
1585,36,2024-05-09,delivered,0.47,SAVE5,upi
1586,24,2024-05-09,paid,19.86,SAVE5,paypal
1587,30,2024-05-09,delivered,9.01,NEW10,cod
1588,50,2024-05-10,paid,18.94,SAVE5,cod
1589,15,2024-05-10,placed,6.39,NEW10,paypal
1590,45,2024-05-10,delivered,16.51,NEW10,cod
1591,14,2024-05-10,shipped,1.47,FREESHIP,card
1592,16,2024-05-10,paid,9.33,NEW10,cod
1593,8,2024-05-10,paid,15.92,,paypal
1594,34,2024-05-10,cancelled,2.43,FREESHIP,cod
1595,16,2024-05-10,delivered,2.88,,upi
1596,15,2024-05-10,delivered,15.37,FREESHIP,cod
1597,9,2024-05-10,placed,9.7,FREESHIP,upi
1598,34,2024-05-10,delivered,3.85,,upi
1599,45,2024-05-10,paid,2.05,,paypal
1600,6,2024-05-10,delivered,2.0,,cod
1601,23,2024-05-10,shipped,17.99,,cod
1602,1,2024-05-10,shipped,5.78,,paypal
1603,43,2024-05-10,paid,8.88,SAVE5,cod
1604,37,2024-05-10,delivered,11.4,SAVE5,card
1605,30,2024-05-10,delivered,6.2,,card
1606,26,2024-05-11,placed,9.92,SAVE5,upi
1607,21,2024-05-11,cancelled,13.3,SAVE5,cod
